author_id,created_at,text
AppleSupport,2025-08-12T22:10:21.744495,@119411 Thanks for bringing this to our attention. We'd like to look into this further. Please click here to join us in DM: https://t.co/GDrqU22YpT
119411,2025-08-12T22:10:21.845164,@AppleSupport hi all. @115948 and settings apps keep crashing on iOS 11.1.2. See attached video. Is this a known issue? https://t.co/bjiEsXG7uG
AppleSupport,2025-08-12T22:10:21.950250,@119412 We'd like to dig into what's happening with the Podcasts app on your device. What type of iOS device are you using and which version of iOS is currently installed? Let us know those details via DM. We'll continue with you there. https://t.co/GDrqU22YpT
119412,2025-08-12T22:10:22.052026,@AppleSupport ...sent DM
119412,2025-08-12T22:10:22.153235,.@115858 how about fixing your #podcast app with the next #ios update? It’s gone from bad to worse and I can’t listen to my beloved #arsecast #replyall and #wtf @28706 @11164 @23146
AppleSupport,2025-08-12T22:10:22.253806,"@119413 Hello, thanks for reaching out. Which iOS version are you currently using? If not on the current iOS 11.1.2, please back up and update following these steps: https://t.co/80YRnjDFDk
DM us if you're still having autocorrect issues after updating. https://t.co/GDrqU22YpT"
119413,2025-08-12T22:10:22.355738,@115858 I️ have I️ can I️ will THE FUCK BRO
sprintcare,2025-08-12T22:10:22.457464,@119414 Greetings. Is there anything that we may assist you with? -JT
119414,2025-08-12T22:10:22.558494,@119415 @119111 @115714 This is the worst thing I have seen in my entire life.
119415,2025-08-12T22:10:22.659930,@119111 @115714 You ain’t seen nothing yet. https://t.co/ghmL2jTuom
sprintcare,2025-08-12T22:10:22.766248,"@119416 We'd like the opportunity to assist with this. Please send us a Direct Message, so that we can further assist you. -DE"
119416,2025-08-12T22:10:22.866498,@115714 get your act together on your coverage. It’s pretty ridiculous that I have to be on WiFi to do anything on my phone 🙄
AskPlayStation,2025-08-12T22:10:22.967241,@119417 Sorry for the inconvenience. Please follow us via Twitter so we can send you a DM with further instructions. Thanks!
119417,2025-08-12T22:10:23.068306,@AskPlayStation Done ✅
AskPlayStation,2025-08-12T22:10:23.169133,@119417 We have sent you a Direct Message via Twitter with further instructions.
119417,2025-08-12T22:10:23.269917,"@AskPlayStation 2. Honestly, very disappointing initial experience with the first PlayStation I’ve owned since 1995."
AskPlayStation,2025-08-12T22:10:23.371114,"@119417  Sorry for the inconvenience. For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n"
119417,2025-08-12T22:10:23.471938,"@AskPlayStation 4. Also, online support chat tells me I have no account, even though I'm already logged into my account."
AskPlayStation,2025-08-12T22:10:23.573263,Learn how to edit credit card and PayPal info from a web browser: https://t.co/uAZHqwhFzY https://t.co/YozpMXwZay
AskPlayStation,2025-08-12T22:10:23.674349,"@119418  Hi there. For refund info, please check the following link: https://t.co/MInrgZSl48"
119419,2025-08-12T22:10:23.774893,@AskPlayStation @119418 Hey i need help i sent pm with full story  but plz check pm and text back
119418,2025-08-12T22:10:23.876329,@AskPlayStation Anyway I can refund something
119417,2025-08-12T22:10:23.976934,"@AskPlayStation 1. I’m not seeing the error listed in this doc. Also using PayPal, not a credit card. However, I will wait 24 hours and report back."
AppleSupport,2025-08-12T22:10:24.077624,"@119420 We've got a fix for the ""I"" on your iPhone. Which version of iOS are you using? You can check that at Settings &gt; General &gt; About. If it's not 11.1.1 or higher, backup with these steps: https://t.co/4f8hwT5to6 Then update. Let us know in DM if that doesn't help. https://t.co/GDrqU22YpT"
119420,2025-08-12T22:10:24.179155,@AppleSupport Alright thanks bro. Send an X my way and ill give you shoutout.
119420,2025-08-12T22:10:24.280185,Lol the I️ on the new iOS is embarrassing @115858 get your shit together haahaha
ATVIAssist,2025-08-12T22:10:24.382603,"@119421 Good evening, I recommend reaching out to your console manufacture in regards to this. ^JP"
119421,2025-08-12T22:10:24.483563,"@ATVIAssist so, send an email to Activision PS4? I did pre-order since i already played the beta, twice, weird that i dont have it in my library"
ATVIAssist,2025-08-12T22:10:24.584377,@119421 Please send me a message via DM. More than happy to help. ^Ex https://t.co/c9WoAfwenP
119421,2025-08-12T22:10:24.686088,"@115766 When does the pre-download open? One of my mates could download it today, but i have not gotten the opportunity yet? Hmm"
AppleSupport,2025-08-12T22:10:24.786667,"@119422 You've come to the right place for help with your iPhone. We'd like to take a look at what's happening in greater detail. Send us a DM with what type of iPhone you're using, along with your current iOS version. https://t.co/GDrqU22YpT"
119422,2025-08-12T22:10:24.887147,"My phone is so god damn jank, it’s turning all my snapchats volume all the way up, not alerting me with sound or vibration with texts and messages, and all my notifications come in all at once every hour... @115858"
ATVIAssist,2025-08-12T22:10:24.988071,@119423 Please feel free to leave some feedback and suggestions here - https://t.co/PPaidJKboY ^RK
119423,2025-08-12T22:10:25.088384,@115758 Fix COD Black Ops III for real getting dropped in 2 bullets while I have to hit 4-5 bullets GG really good job :')
ATVIAssist,2025-08-12T22:10:25.189230,@119424  We are almost there T- 02D-04H-14M-30S! ^AN
119424,2025-08-12T22:10:25.289646,I don’t have any games to play. Drop ww2 @115766
XboxSupport,2025-08-12T22:10:25.390860,@119425 Hi there! Have you tested using an alternate USB port on the console?  ^JA
119425,2025-08-12T22:10:25.491998,"@XboxSupport I would test it but i cant, cuz now my controller wont even connect to my xbox, ive never had these problems until now"
119425,2025-08-12T22:10:25.593899,"@XboxSupport i had a 1 TB external hard drive on my xbox, it was accidentally unplugged, and when i plug it back in, it wont work, any fix?"
XboxSupport,2025-08-12T22:10:25.694922,"@115827 Hello, thanks for reaching out to us. The QR code feature was removed around a year ago. ^CO"
115827,2025-08-12T22:10:25.797261,@XboxSupport Thanks
115827,2025-08-12T22:10:25.899436,@XboxSupport That’s the Xbox one still use QR code’s 🤔
XboxSupport,2025-08-12T22:10:25.999671,@119426 We're sorry to hear about your controller! What seems to be the trouble that you are encountering?  ^JA
119426,2025-08-12T22:10:26.100436,@XboxSupport It randomly died and will not work anymore. Replaced batteries several times. Tried powering it up and the light faintly comes on...
119426,2025-08-12T22:10:26.202194,@XboxSupport ...but the controller doesn't power back on. Not sure what you all can do. Looks like another $60 down the drain.
XboxSupport,2025-08-12T22:10:26.303553,@119426 Gotcha. Have you tried the steps in the guide here: https://t.co/bt2yEiHzkV  ^JA
119426,2025-08-12T22:10:26.405044,"@XboxSupport Yeah, nothing has worked. The controller isn't powering on. Just getting that faint light from the home button and that is it."
XboxSupport,2025-08-12T22:10:26.506225,"@119426 Thanks for trying out those steps. Just to clarify, have you tested plugging in a USB cable directly into the console? ^JA"
119426,2025-08-12T22:10:26.608873,"@XboxSupport Yes, I have the play and charge kit and have tried that. It is still not powering on."
XboxSupport,2025-08-12T22:10:26.710901,"@119426 Thanks for that info. In this case, we'd recommend reaching out to the chat team: 1/2 ^JA"
XboxSupport,2025-08-12T22:10:26.813647,@119426 https://t.co/CebJxfNDFD to discuss your replacement options. 2/2 ^JA
119426,2025-08-12T22:10:26.913802,"@XboxSupport I doubt much can be done, as it’s been at least a year since I bought it, but will reach out tmr anyway. Thanks."
XboxSupport,2025-08-12T22:10:27.014341,@119426 You're very welcome. We hope you enjoy the rest of your evening.  ^JA
119426,2025-08-12T22:10:27.116257,@XboxSupport So nothing on this @XboxSupport?
119426,2025-08-12T22:10:27.219108,"@XboxSupport If I didn’t have so much already invested in the Xbox, I’d seriously consider moving to the PlayStation."
119426,2025-08-12T22:10:27.320545,@XboxSupport Looks like I have to waste another $60 because you all make cheap as hell products.
119426,2025-08-12T22:10:27.421992,.@XboxSupport is there a reason why hardware for the One is so incredibly cheap? Controller just randomly dies for no apparent reason.
XboxSupport,2025-08-12T22:10:27.523988,"@119427 Hello, thanks for reaching out to us. Have you power cycled your router? Let's see if that helps. ^CO"
119427,2025-08-12T22:10:27.625901,@XboxSupport Yes I have tried that along with a hard reset. The same cord works on my PS4 and laptop and has connectivity
119428,2025-08-12T22:10:27.727169,@119427 @XboxSupport It’s on their side I’ve been trying to connect to Xbox live for an hour
119427,2025-08-12T22:10:27.827785,@119428 @XboxSupport It works fine wireless
XboxSupport,2025-08-12T22:10:27.928594,"@119427 Actually, that screen is very telling. You have a Teredo issue. Let's try running through this guide. https://t.co/XQI5vx1Sjt ^CO"
119427,2025-08-12T22:10:28.030619,"@XboxSupport Tried three times, it can’t complete the tests 🙃🙃"
XboxSupport,2025-08-12T22:10:28.131557,"@119427 So you knew you had a teredo issue? Or were you selecting a different route in the guide?
 ^CO"
119427,2025-08-12T22:10:28.232570,@XboxSupport When I did what it asked me to do as for test the multiplayer it came up stating it can’t complete he tests.
XboxSupport,2025-08-12T22:10:28.333118,"@119427 Let's try looking at the guide from this point, it walks through some important router steps. https://t.co/3tv3y9CQNI ^CO"
119429,2025-08-12T22:10:28.433649,@XboxSupport @119427 Did the services go down?
119427,2025-08-12T22:10:28.535250,@119429 @XboxSupport No it didn’t has issues connecting with the wire. It works going wireless
119429,2025-08-12T22:10:28.635805,@XboxSupport @119427 It won’t let me connect
119429,2025-08-12T22:10:28.736126,@XboxSupport @119427 My game just said something about teredo issues
XboxSupport,2025-08-12T22:10:28.837453,@119427 Thanks for that clarification. Are you seeing this issue with a wireless connection? ^CO
119427,2025-08-12T22:10:28.938530,@XboxSupport The wireless works fine. When I plug in the wire it shows this. https://t.co/sspYTdrrMK
119427,2025-08-12T22:10:29.039825,@XboxSupport my Xbox won’t connect to the internet wired. It shows down sped but no upload speed. I’ve hard reset and everything. Plz hlp https://t.co/56J2IUMZxa
VirginAtlantic,2025-08-12T22:10:29.140892,"@119430 @119431 Hi Lissy, I'm so sorry to hear about what's happened. Do you have the VSCR case ref handy at all? ^E"
119430,2025-08-12T22:10:29.242873,"@VirginAtlantic hi E, thanks for getting back to me. I have no case reference as no one has yet replied to my emails x"
VirginAtlantic,2025-08-12T22:10:29.343806,@119430 Can I just check when you emailed? Can you confirm if you contacted __email__ too? Thank you ^BM
119430,2025-08-12T22:10:29.444828,@VirginAtlantic I emailed on Mon 23rd October and I emailed __email__ as per the website x
VirginAtlantic,2025-08-12T22:10:29.546585,"@119430 Thanks Lissy. There's no UK in the email address, it is __email__ Please do forward it on to that address^BM"
119430,2025-08-12T22:10:29.647361,@VirginAtlantic oooo I've just looked back and I did email that email address too! So it's already in that inbox. I emailed on the 23/10 x
119430,2025-08-12T22:10:29.747667,@VirginAtlantic it's also on your website?? I will forward onto the new email address but that might need to be looked into? Thanks x
119430,2025-08-12T22:10:29.848052,@VirginAtlantic I've had an automated response from that email saying Virgin Atlantic Customer Service would get back to me? X
VirginAtlantic,2025-08-12T22:10:29.948791,@119430 Ok great. The acknowledgement usually advises a time frame for a response but you should hear within 14 days ^S
119430,2025-08-12T22:10:30.049189,@VirginAtlantic it did not have any time reference and seeing as I was flying back yesterday I hoped to get an email before then. I'll wait.
119430,2025-08-12T22:10:30.150051,"@VirginAtlantic Hi, I still haven't had a response and it's been over 14 days x"
VirginAtlantic,2025-08-12T22:10:30.250883,@119430 Did you get a customer reference from the automated reply? ^R
119430,2025-08-12T22:10:30.351771,"@VirginAtlantic Hi R, No I didn't. I just got this. https://t.co/DFDOBYRV14"
VirginAtlantic,2025-08-12T22:10:30.452299,"@119430 Okay, can you DM your full name and email address and I will search our system for your file ^R"
119430,2025-08-12T22:10:30.554086,@119431 @VirginAtlantic yep! Whole reason I flew out was 4 one of my best friend's wedding and I ended up looking like a zombie &amp; in agony x
119431,2025-08-12T22:10:30.654411,@119430 @VirginAtlantic Bloody hell what the hell?!? X
119430,2025-08-12T22:10:30.754713,"@119431 @VirginAtlantic huge allergic reaction to their blankets when flying out. Face was blistered, swollen and pussing x"
119431,2025-08-12T22:10:30.858208,@119430 @VirginAtlantic What happened?! X
119430,2025-08-12T22:10:30.957560,@VirginAtlantic asked at the desk at LAX when checking in and they had heard nothing. So disappointed and so worried it will happen again
119430,2025-08-12T22:10:31.058154,@VirginAtlantic heard nothing. Ruined half my holiday and am about to fly back with them and am so concerned it's going to happen again.
119430,2025-08-12T22:10:31.158562,"So disappointed. Held @VirginAtlantic in such high regard, am a flying member and have emailed them twice about my issues on their flight"
Safaricom_Care,2025-08-12T22:10:31.261179,"@119432 @119433 Hi, DM your account number &amp; your contact number as well we have a look into this issue. ^NG"
119432,2025-08-12T22:10:31.361696,@Safaricom_Care @119433 You all have been looking into it since 24/9/2017. We need the solution
119432,2025-08-12T22:10:31.462422,@119433 they were told they would get their giveaways within 72hrs. It has been 7 days and counting.
IHGService,2025-08-12T22:10:31.567574,"@119434 Hi Catherine, we've responded to your twitter mention @ IHGService . Thanks. ^kl"
119434,2025-08-12T22:10:31.668336,@IHGService Yes but when I check the website it gives me the option of a standard room and a standard room VIP... what’s the difference?
IHGService,2025-08-12T22:10:31.770511,"@119434 1/2 Pls DM us the name of the hotel and location so we can look into the room details &amp; difference. Alternatively, you may https://t.co/2rT0l9N9Cu"
IHGService,2025-08-12T22:10:31.870957,@119434 2/2 contact the Reservations Team via the LiveChat link: https://t.co/hCxGDsRUt1 or hotline: https://t.co/vxp6THqV9F. ^gp https://t.co/2rT0l9N9Cu
119434,2025-08-12T22:10:31.971329,"hey, .@117164 what does Standard Room VIP mean?"
AirAsiaSupport,2025-08-12T22:10:32.071820,@119312 Hi Aayush. We had respond you via DM. Thanks – Mariya
AirAsiaSupport,2025-08-12T22:10:32.173016,"@119435 Hi Eiji, is it okay we assist you in English? Thanks-Sha"
119435,2025-08-12T22:10:32.273310,"@AirAsiaSupport 
予約できていますか？
予約番号  JJ9RPC
予約できていますか？"
AirAsiaSupport,2025-08-12T22:10:32.374025,@119436 Can we have your booking number? We will check manually for you from our end. Thanks-Sha
119437,2025-08-12T22:10:32.474479,@AirAsiaSupport @119436 Bole x hantarkan booking number sy.. Sbab sy telah kehilangan boking number utk urusan chek in..
AirAsiaSupport,2025-08-12T22:10:32.589170,"@119437 Hi There, we has respond you via DM, see you there!- Anwar"
119437,2025-08-12T22:10:32.689555,@AirAsiaSupport @119436 Bole tolong dapatkan booking number sy smula utk proses buat chek in sy dgn scepatnya
119436,2025-08-12T22:10:32.789737,@AirAsiaSupport i wanna know about fees and charge in a  Checked Baggage
AirAsiaSupport,2025-08-12T22:10:32.891689,"@119436 Hi Diany, at the moment fee and charge website is under maintenance. &gt;&gt;&gt;"
NortonSupport,2025-08-12T22:10:32.999094,"@119438 前回、ノートンをアクティブ化された時も
日本国内からアクセスし、アクティブ化されたのでしょうか。"
119438,2025-08-12T22:10:33.100183,"@NortonSupport VPNの接続先を確認してみます。
はい、その通りです。日本語版のノートンを購入し、日本からアクセスしています。
ノートンを購入してから今までの間、アクティブ化はしていないです。今回が初めてです。"
119438,2025-08-12T22:10:33.211448,@NortonSupport 1番目に書かれていることのみが可能性としてはあり得ます。VPNとは「インターネット接続」のことで間違いありませんか？
NortonSupport,2025-08-12T22:10:33.316242,"@119438 ・VPNを使用しており、VPNの接続先が日本国外である
・日本国外でノートンを購入し、現在日本からアクティブ化を試みている
・現在、日本国外からアクセスしている"
119438,2025-08-12T22:10:33.417031,"@NortonSupport 連絡をくださってありがとうございます。コンピュータには疎く、困っていました…。
「保護を開始するにはアクティブ化が必要」とのことだったので、メールアドレスとパスワードを入力してサインインしたところ、このような画面が表示されます。どうすればよいですか？ https://t.co/7xyOnCM9Kn"
NortonSupport,2025-08-12T22:10:33.517228,"@119438 ノートンサポートです。
よろしければ、現在の状況を詳しく教えていただけますか。
スクリーンショットもあると助かります。"
119438,2025-08-12T22:10:33.617766,Norton更新しないといけないから説明通りにやってたら保護を一旦解除した挙句「更新できません」とかぬかしやがるこのパソコン…ガバガバやぞ
NortonSupport,2025-08-12T22:10:33.719181,"@119438 ということは、日本版のノートンを購入し、現在も日本からアクセスしている。
にも関わらず、お送りいただいたスクリーンショットのようなエラーメッセージが出る、
ということでよろしいでしょうか。"
NortonSupport,2025-08-12T22:10:33.820661,"@119439 ノートンサポートです。
こちらで承ります。
ノートンWiFiプライバシーをお持ちのAndroidでご利用になっていて、
現在、そのAndroidでメールが一切受信できなくなった、ということでよろしいしょうか。"
119439,2025-08-12T22:10:33.921310,"@NortonSupport docomo Mailを自分宛に端末から送信すると、受信は出来るのですがね。Gmailはoutです。
その他メルマガ・スパムは、一切届きません。
docomoショップに行って、トラブルシューティングをして貰ったら、ノートンWi-Fiプライバシーが邪魔をしているはずとのこと。"
NortonSupport,2025-08-12T22:10:34.021812,"@119439 ノートンWiFiプライバシーをオフにすると、メールの送受信は可能ということでしょうか。
PCからWebブラウザで両メールアカウントを見た時の様子はいかがでしょうか。"
119439,2025-08-12T22:10:34.122892,@NortonSupport オフにすると、問題なく送受信は可能です。ブラウザから見てもdocomo Mailは見えません。GmailはAppleMailで閲覧可能。
NortonSupport,2025-08-12T22:10:34.224941,"@119439 Gmail:送受信が全くできない
docomo Mail:自分のアカウントへのメール送信(と受信)は可
ということでよろしいでしょうか。"
119439,2025-08-12T22:10:34.325537,@NortonSupport Gmailも送信は可能です。受信はできませんが。これはブラウザからでも、AppleMailからも、確認ができます。docomo Mailは問題の端末から問題の端末への送受信は可能です。
NortonSupport,2025-08-12T22:10:34.426493,"@119439 なので、Web上にあるGmailやdocomo Mailのアカウントでメールを送受信できるかどうかに
WiFiプライバシーは影響を与えません。"
119439,2025-08-12T22:10:34.527330,"@NortonSupport そう。Gmailについては説明がつくのです。
過去Mailは、Androidスマートホンのブラウザでも、MacのブラウザでもAppleMailでも見えますので。"
119439,2025-08-12T22:10:34.629391,"@NortonSupport docomoMailについては、ノートンWi-Fiプライバシーをオフにすると、30分に1通くらいはスパムが来るのですが、オンにすると来なくなります。
オフにしたときに、ブラウザから見たことはないのですが、オンにすると、ブラウザからも見えなくなって消えてしまいます。"
NortonSupport,2025-08-12T22:10:34.730868,"@119439 メールは、スマホにダウンロードされるわけではありません。
Web上にあるdocomoMailのアカウントに、スマホでアクセスしてメールを閲覧しています。
docomoMailのアカウントにスパムメールが送られているのであれば、それはWiFiプライバシーとは関係なく受信しています。"
119439,2025-08-12T22:10:34.836786,"@NortonSupport 要はIMAPだと言うことでしょうか。
でも、ノートンWi-Fiプライバシーをオンにすると、全てのMailが見えなくなるのですよね。
ドコモショップの店員もセンターに電話をかけて、一応の動作確認をして、NTTdocomoとしては、正常に動作をしている。"
119439,2025-08-12T22:10:34.937517,@NortonSupport これ以上のことは、シマンテックでないと分からないと言うことだったのです。
NortonSupport,2025-08-12T22:10:35.038309,@119439 受信が確認できたら、今度はWiFiプライバシーをオンにして、同じ要領でテストメールを送信していただけますでしょうか。
119439,2025-08-12T22:10:35.139077,@NortonSupport 今、下りさくら号で、西明石を通過したところなので、testは3時間以上先になると思います。
NortonSupport,2025-08-12T22:10:35.240644,@119439 ご連絡、ありがとうございます。了解いたしました。
119439,2025-08-12T22:10:35.341721,"@NortonSupport 訳が分かりません。
MacからISPのPOPサーバを叩いて、ノートンWi-Fiプライバシーがonになっている、XperiaのdocomoMail宛に送信。Xperiaは、黙ったまま。ブラウザからのぞいても着信した様子はありません。"
119439,2025-08-12T22:10:35.443879,@NortonSupport ノートンWi-Fiプライバシーをoffにして、同じように、XperiaのdocomoMail宛に送信。着信します。ブラウザからも見えます。もう一度、ノートンWi-Fiプライバシーをonにして、XperiaのdocomoMail宛に送信。Mailは何処かに消えます。
119439,2025-08-12T22:10:35.545661,@NortonSupport offにして送信したMailは、Xperiaからもブラウザからも見えます。
119439,2025-08-12T22:10:35.646763,@NortonSupport ちなみに、Xperiaは初期設定ではなく、どんなMailでも受け付けるようにしています。
119439,2025-08-12T22:10:35.747479,@NortonSupport MacからISPのPOPサーバを叩いて、Gmail宛に送信。ノートンWi-Fiプライバシーをonにしていると、Xperiaは、ウンともスンとも言わず、Xperiaのメーラーから見えません。
119439,2025-08-12T22:10:35.847942,@NortonSupport でも、Xperiaのブラウザでも、Macのブラウザでも、見えます。
119439,2025-08-12T22:10:35.950189,"@NortonSupport ノートンWi-Fiプライバシーをoffにしていると、XperiaのメーラーからMailは見えません。ブラウザからは問題なく見えます。
XperiaのGmailのメーラーに問題があるのかしら。"
119439,2025-08-12T22:10:36.051387,@NortonSupport あ、間違っていました。POPサーバではなくてSMTPサーバですね。
119439,2025-08-12T22:10:36.153492,@NortonSupport Xperiaからは、どんな条件でも、Macに管理させている、POPサーバ、IMAPサーバへデータが飛んできて、AppleMailで読めます。
119439,2025-08-12T22:10:36.254542,@NortonSupport Xperia SO-01J Androidバージョン7.0です。
119439,2025-08-12T22:10:36.355746,@NortonSupport Androidセキュリティパッチレベル2017年8月1日
NortonSupport,2025-08-12T22:10:36.457870,@119439 Gmailのほうは、スマホのメールアプリの問題のようですね。
119439,2025-08-12T22:10:36.560069,@NortonSupport そう考えるのが自然ですね。
119440,2025-08-12T22:10:36.661919,@119439 @NortonSupport SO-01J羨まC。 https://t.co/9VEd30Rcks
NortonSupport,2025-08-12T22:10:36.763932,"@119439 WiFiプライバシーをオフにすると、docomoMailが受信できるのは分かりました。
で、その後にWiFiプライバシーをオンにすると、その直前に受信を確認したメールが消える、
ということでしょうか。"
NortonSupport,2025-08-12T22:10:36.864858,"@119439 ご報告、ありがとうございます。
docomoMailの送受信について、WiFiプライバシーの問題として、
さらに深堀り調査をいたします。
進展があり次第、ご報告させていただきます。"
119439,2025-08-12T22:10:36.966529,@NortonSupport よろしくお願いします。
NortonSupport,2025-08-12T22:10:37.068277,@119439 もしかしたら、古いキャッシュを見せられているのかな、という気がしたので
119439,2025-08-12T22:10:37.168759,"@NortonSupport 大当たりでした。スパムがいっぱい（苦笑）。
ありがとうございました。"
119439,2025-08-12T22:10:37.270066,@NortonSupport でも、ブラウザから見えない。端末から見られるから気にしない
NortonSupport,2025-08-12T22:10:37.370592,"@119439 すみません、これは、現象をお聞きしていて思いついた、正式な解決策ではないのですが、
Androidの設定→アプリ、のWiFiプライバシーで、データとキャッシュを消去してみていただけますでしょうか。
メールアプリのほうも、この方法で解決するかもしれません。"
NortonSupport,2025-08-12T22:10:37.471847,@119439 ブラウザのほうもキャッシュを削除してみたらいかがでしょう。
119439,2025-08-12T22:10:37.572595,@NortonSupport そうなんです。お隠れになってしまうのです。訳が分かりません。
119439,2025-08-12T22:10:37.673570,@NortonSupport ブラウザからも見えなくなります。Xperiaからも見えなくなるのです。
119439,2025-08-12T22:10:37.775729,@NortonSupport でも、ノートンWi-Fiプライバシーを導入するずっと前、10月19日以前のMailは、端末からもブラウザからも見えます。
119439,2025-08-12T22:10:37.876894,@NortonSupport ここで、onにすると、端末からもブラウザからも見えなくなります。
NortonSupport,2025-08-12T22:10:37.977967,"@119439 それとも、それ以前のメールは見えるが、WiFiプライバシーがオンの間は
一切受信されなくなる、ということでしょうか。"
NortonSupport,2025-08-12T22:10:38.078685,"@119439 WiFiプライバシーをオフにした状態で、
Macから、Gmailのアカウントで、docomoMailのアカウントにテストメールを送ってみていただけますでしょうか。
それを、WiFiプライバシーをオフにしたまま
届いているかどうか確認します。"
NortonSupport,2025-08-12T22:10:38.179480,"@119439 WiFiプライバシーをオンにしたときの
「すべてのメールが見えなくなる」というのは、
過去に受信したメールもすべて消えてしまう、ということでしょうか。"
119439,2025-08-12T22:10:38.280929,@NortonSupport docomo MailもGmailも見えなくなります。
NortonSupport,2025-08-12T22:10:38.383890,"@119439 WiFiプライバシーをオンにした時とオフにした時の、Gmailやdocomo Mailの見え方の違いを教えてください。
オフにすると、問題なく送受信は可能とのことですが、ということは、
オフにした時に受信され、アカウントの中にあったメールが、WiFiプライバシーをオンにすると"
NortonSupport,2025-08-12T22:10:38.486918,"@119439 消えてしまう、ということでしょうか。

スマホでメールを受信する、とは、別にメールがスマホ端末にダウンロードされるわけではありません。
Web上にあるGmailやdocomo Mailのアカウントにメールが届き、そのアカウントにスマホでアクセスして見ています。"
NortonSupport,2025-08-12T22:10:38.588194,"@119439 Android上でメールを閲覧するときは、
Gmailについてもdocomo Mailについても、AppleMailを使用している、ということでよろしいでしょうか。

&gt;ブラウザから見てもdocomo Mailは見えません
これは、送受信もできないということでしょうか。"
119439,2025-08-12T22:10:38.689011,"@NortonSupport docomoMailはAndroidスマートホンでしか、閲覧しません。昨日、ドコモショップで店員がdocomoMailをブラウザで閲覧して見えなかったと言うことです。
GmailはいつもMacで受信していて、Androidスマートホンでは、受信できない状態です。"
NortonSupport,2025-08-12T22:10:38.789661,"@119439 まずdocomoMailですが、WiFiプライバシーをオンにすると送受信できず、
オフにすると送受信できるとのことですが、具体的に、オフの時とオンの時で
メールアカウントを開いた時、どのような違いがありますか。"
119439,2025-08-12T22:10:38.890804,@119441 Androidのスマートホンにインストールしたら、Mailが一切来なくなりました。
119441,2025-08-12T22:10:38.991444,☑️そのフリーWi-Fi、本当に安全ですか？  https://t.co/AN5xcfDNuI
GloCare,2025-08-12T22:10:39.091936,"@119442 We apologize ,Kindly Dial #122*23# to unlock the bonus .Thank you.EE"
119442,2025-08-12T22:10:39.192782,"@GloCare I just dial d code again, it says I dnt have access to this service. What is this now glory ahh show me did bonus now wht is with ur nework"
GloCare,2025-08-12T22:10:39.293534,"@119442 Morning Smart, the line is on Jumbo and the bonus has been credited. Please dial the code #122*23# to check again.  TT"
119442,2025-08-12T22:10:39.395290,"@GloCare Am so tired glo. Any tim I dial Dat code it's same reply, u don't have access to ds service bt m on jumbo, too annoying d 50mb dnt tk 4mins"
GloCare,2025-08-12T22:10:39.495790,@119442 Perhaps you can restart your phone and redial. We still see your bonus from here. ^GM
119442,2025-08-12T22:10:39.597600,@GloCare Hv don n done dat it not work.  Again tel me why d 50mb data do not last pho 4mins?  Den u start taking my money from main act why
GloCare,2025-08-12T22:10:39.698200,"@119442 Evening, kindly provide your number for a quick check. AP"
119442,2025-08-12T22:10:39.799242,@GloCare 08079772477
GloCare,2025-08-12T22:10:39.900320,@119442 We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. UO.
119442,2025-08-12T22:10:40.000954,@GloCare What about dis ur bonus check with *122*23# and *122*24# I cnt see nothing anytime I use dis codes to check dis ur 200200 jumbo wotever
GloCare,2025-08-12T22:10:40.101382,"@119442 If you did not get the sms, it means you were not qualified. UO"
119442,2025-08-12T22:10:40.202014,@GloCare 08079772477
GloCare,2025-08-12T22:10:40.302490,@119442 We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. UO.
119442,2025-08-12T22:10:40.403327,@GloCare pls I dnt hv this freedata bt hv used Up to 100mb plus #300 worth of call card. Now u are even charging me 1 naira per mb why
GloCare,2025-08-12T22:10:40.504067,"@119034 We  apologize, Kindly be patient. It will be worked on.Thank you .EE"
AskTarget,2025-08-12T22:10:40.605669,"@119443 Please DM us, so we can provide more information regarding the apparel."
119443,2025-08-12T22:10:40.706325,".@116062, this is only available in the boy's section. Why can't girls be astronauts too? #stem #womeninSTEM #STEMinist @79268 https://t.co/tY2O01PORi"
GoDaddyHelp,2025-08-12T22:10:40.806983,"@119444 Hi, I just replied to your DM. ^Lisi"
119444,2025-08-12T22:10:40.907284,"@GoDaddyHelp Hi, I just replied to your DM. Thanks!"
119444,2025-08-12T22:10:41.007720,Hi @116068 @GoDaddyHelp Is your 'Search Engine Visibility' @861 plugin gone for good?? I mean it's activated but don't see anything..
SpotifyCares,2025-08-12T22:10:41.110634,@119445 Hey there! Can you DM us your account's username and email address? We'll take a look backstage /SY https://t.co/ldFdZRiNAt
119445,2025-08-12T22:10:41.210676,"@115888 I tried to upgrade to premium for 6.99 and my card was charged twice, and i am not even upgraded..please advice!"
AmazonHelp,2025-08-12T22:10:41.311578,@119446 The results will be announced soon. Kindly stay tuned for updates. ^AK
119446,2025-08-12T22:10:41.412744,@AmazonHelp Not yet announced?
119446,2025-08-12T22:10:41.514075,"#SuperValueDayQuiz

Where is the result of super value day quiz conducted on Oct 1 and 2 ? @AmazonHelp"
AmazonHelp,2025-08-12T22:10:41.614644,@119447 I'm sorry your Kindle hasn't arrived! Can you tell us the current tracking status? https://t.co/Y5jpI9gRhE ^EZ
